Purchase Frequency,Total Purchase Value,Promotional Content Clicked,Discount Sensitivity,Average Cart Size,Preferred Product Category,Session Duration,Returns Frequency,Loyalty Program Member,Monthly Income,Customer Review Count,Customer Sentiment,Average Product Price,Cart Abandonment Rate,Last Purchase Recency,Preferred Brands,Purchase Likelihood
15,5044.931786,Yes,0.17,2,Clothing,16.28658646,2,No,<50k,35,Neutral,275.5734287,0.96,151,Brand C,1
19,6094.23823,Yes,0.1,2,Clothing,8.662895539,3,No,<50k,6,Positive,1413.820979,0.24,175,Mixed,1
16,2638.374369,No,0.24,4,Electronics,9.768534695,2,Yes,<50k,34,Positive,1505.440763,0.81,62,Mixed,0
1,7228.643389,Yes,0.38,3,Clothing,14.14404208,3,No,<50k,19,Positive,100,0.62,144,Brand A,0
0,6430.762631,Yes,0.48,3,Clothing,8.765580635,2,Yes,<50k,13,Neutral,1676.259028,0.41,68,Brand B,1
15,6436.371451,Yes,0.04,5,Electronics,14.33741138,2,Yes,<50k,49,Positive,1279.678467,0.67,53,Brand C,0
11,5876.951478,No,0.97,3,Groceries,26.12605332,0,Yes,>=50k,49,Positive,1046.887083,0.96,141,Mixed,1
4,5039.233315,Yes,0.72,7,Clothing,12.44283715,3,Yes,>=50k,29,Positive,1731.223459,0.52,14,Brand A,1
4,6345.722472,Yes,0.32,5,Groceries,9.563583249,4,Yes,>=50k,0,Positive,1053.13573,0.94,137,Mixed,1
8,6183.628267,Yes,0.32,4,Electronics,13.96210811,0,No,<50k,37,Positive,609.8523124,0.64,149,Brand A,1
8,4291.918578,No,0.45,3,Clothing,14.48025617,2,Yes,>=50k,40,Neutral,253.724187,0.48,94,Mixed,1
2,3852.796454,No,0.63,4,Electronics,10.05586299,2,Yes,>=50k,24,Negative,941.213969,0.64,12,Brand B,1
18,5203.712591,Yes,0.15,2,Clothing,8.808173844,4,No,>=50k,33,Positive,939.4706239,0.6,80,Brand B,1
15,8098.040303,Yes,0.19,1,Electronics,21.78125523,4,Yes,>=50k,7,Positive,148.1446563,0.42,64,Brand B,1
15,2521.785849,No,0.86,3,Clothing,17.50382018,2,No,<50k,19,Positive,821.1087532,0.56,141,Brand A,1
2,2064.949468,Yes,0.26,2,Clothing,12.58629937,4,No,>=50k,29,Neutral,1767.687654,0.7,43,Brand B,1
19,5329.521682,No,0.38,1,Electronics,9.222976646,1,Yes,<50k,3,Neutral,1252.219819,0.84,166,Brand B,1
0,5101.775404,Yes,0.87,1,Home Decor,12.4127917,0,No,>=50k,20,Neutral,326.1683095,0.3,162,Brand B,0
19,5346.683329,Yes,0.66,2,Groceries,8.869820397,3,Yes,>=50k,26,Positive,1152.218171,0.01,116,Brand C,0
10,5487.906396,Yes,0.34,9,Electronics,12.10258846,4,No,<50k,9,Negative,1350.978827,0.55,26,Brand B,0
16,4553.595491,Yes,0.68,5,Home Decor,25.33454004,4,Yes,<50k,22,Neutral,1515.135037,0.49,172,Brand B,1
7,7979.726877,No,0.02,9,Home Decor,16.19427273,1,Yes,<50k,32,Negative,1292.10525,0.05,56,Mixed,1
3,1798.192043,No,0.74,8,Clothing,11.90991923,3,Yes,>=50k,10,Positive,1580.81389,0.63,21,Brand C,1
5,3343.00595,Yes,0.49,6,Groceries,18.39767798,1,No,<50k,40,Negative,1377.7609,0.94,33,Brand A,1
7,4793.49048,No,0.81,1,Groceries,10.34978385,3,Yes,<50k,18,Negative,878.019305,0.4,136,Mixed,1
19,1713.622378,Yes,0.95,5,Clothing,12.97187599,0,Yes,<50k,10,Positive,1165.200793,0.89,49,Mixed,1
2,4648.291191,Yes,0.93,1,Home Decor,5.729142771,4,No,<50k,3,Positive,885.5496967,0.81,53,Mixed,1
15,8322.940331,Yes,0.91,7,Home Decor,21.37034524,0,Yes,>=50k,22,Negative,1201.72039,0.16,99,Mixed,1
2,5041.772977,No,0.51,8,Clothing,13.99135301,3,No,<50k,4,Neutral,1367.561171,0.79,61,Brand C,1
17,5461.401811,No,0.36,8,Clothing,10.90617754,4,Yes,<50k,48,Neutral,962.0809899,0.52,165,Brand A,1
13,2479.67047,No,0.47,7,Groceries,18.24745378,1,No,<50k,49,Positive,1151.777535,0.92,83,Brand C,1
17,3767.277184,No,0.69,2,Home Decor,9.761391748,2,Yes,>=50k,4,Neutral,758.5171584,0.19,26,Brand C,0
1,4249.607239,No,0.88,5,Electronics,10.06532693,1,Yes,<50k,17,Positive,847.3393768,0.13,124,Brand A,1
2,4364.569806,No,0.21,4,Electronics,13.10476009,2,No,>=50k,16,Neutral,965.499299,0.24,63,Brand A,1
15,7563.28759,No,0.92,5,Groceries,9.012410679,1,No,<50k,2,Positive,719.8268926,0.06,130,Brand B,0
8,6115.382121,No,0.82,9,Electronics,11.73275663,3,No,>=50k,42,Positive,1663.676223,0.32,126,Brand C,0
3,2777.084086,Yes,0.98,4,Home Decor,14.00921211,0,Yes,<50k,48,Positive,1298.26294,0.28,10,Brand A,0
0,5493.009557,Yes,0.88,8,Electronics,14.46062642,2,No,>=50k,7,Negative,1370.116224,0.42,23,Brand B,1
3,5996.443497,Yes,0.28,8,Electronics,8.376827428,3,No,<50k,39,Positive,1279.978488,0.46,28,Mixed,1
0,7280.298077,Yes,0.11,2,Electronics,13.77835078,0,No,>=50k,22,Neutral,1084.918975,0.14,7,Brand A,1
13,8161.081373,Yes,0.11,6,Clothing,17.9033366,0,No,<50k,22,Positive,391.3389467,0.62,18,Mixed,0
15,2969.811616,Yes,0.29,5,Electronics,18.7371817,4,No,>=50k,1,Positive,1561.04688,0.22,67,Brand B,1
19,3378.284978,No,0.61,2,Clothing,12.51236609,4,No,<50k,38,Positive,2040.626398,0.12,98,Brand A,1
7,2484.844282,Yes,0.8,4,Home Decor,14.05580357,4,No,<50k,20,Positive,1330.77953,0.71,123,Brand A,1
6,4531.960282,Yes,0.9,7,Clothing,13.760901,2,No,<50k,23,Positive,606.5483424,0.02,47,Brand B,0
2,5932.716749,Yes,0.62,1,Home Decor,8.041521932,2,Yes,<50k,37,Negative,1297.057918,0.37,167,Brand A,1
16,6974.669033,No,0.01,9,Clothing,12.29920713,0,Yes,>=50k,19,Positive,600.1650281,0.14,101,Mixed,1
0,4848.097953,Yes,0.19,1,Clothing,18.98114149,2,Yes,<50k,49,Positive,761.6769238,0.88,143,Brand C,1
15,4360.304953,Yes,0.1,5,Clothing,19.06057396,0,No,>=50k,38,Negative,100,0.82,63,Mixed,1
11,5303.515984,No,0.36,7,Clothing,17.05946039,3,Yes,<50k,49,Positive,1684.947204,0.06,7,Brand B,1
18,3329.714197,No,0.5,8,Groceries,5,1,Yes,>=50k,26,Negative,1158.450894,0.55,108,Brand B,1
13,9179.077443,Yes,0.04,2,Home Decor,11.09243658,0,Yes,<50k,43,Neutral,1286.48131,0.3,132,Brand A,1
5,1784.677946,Yes,0.35,4,Clothing,17.33797217,0,No,<50k,38,Positive,1394.729982,0.19,122,Brand B,0
5,5369.481158,Yes,0.18,2,Home Decor,23.56196309,3,No,<50k,6,Neutral,1238.731962,0.31,152,Brand C,0
12,9047.212438,No,0.65,4,Clothing,14.92719958,4,No,<50k,32,Neutral,1488.432206,0.82,52,Brand B,0
18,5013.599689,Yes,0.46,6,Electronics,15.47936453,4,Yes,<50k,28,Positive,1682.723253,0.06,48,Mixed,1
7,4619.92193,Yes,0.5,6,Clothing,14.43424133,4,No,<50k,9,Negative,982.1201327,0.65,71,Brand C,1
1,4285.109154,Yes,0.43,2,Home Decor,8.467370541,0,Yes,>=50k,9,Positive,169.4219733,0.91,148,Mixed,1
0,4639.216636,Yes,0.96,4,Clothing,16.75963205,0,No,<50k,11,Positive,578.2229531,0.45,50,Brand C,1
14,7745.696949,No,0.21,4,Groceries,7.393261764,2,Yes,<50k,2,Neutral,1309.44512,0.9,173,Brand B,0
0,576.2761773,Yes,0.52,1,Clothing,14.57379272,2,No,<50k,2,Neutral,486.3997809,0.91,8,Brand C,1
4,8066.867403,Yes,0.74,2,Clothing,15.44524891,1,Yes,>=50k,12,Neutral,968.5427405,0.61,63,Brand A,1
15,2152.085695,Yes,0.56,3,Groceries,15.24649138,1,No,>=50k,44,Negative,2250.420698,0.46,22,Brand B,0
18,4466.695342,Yes,0.93,5,Clothing,8.507964206,2,Yes,>=50k,30,Positive,1522.342474,0.74,135,Brand B,0
3,4141.511159,Yes,0.38,8,Groceries,11.45486674,0,Yes,>=50k,26,Neutral,100,0.92,53,Brand A,0
2,6177.10654,No,0.46,6,Groceries,18.44368003,3,No,>=50k,5,Negative,2165.526555,0.68,91,Brand B,1
16,1803.751296,No,0.09,3,Groceries,15.3642891,2,Yes,<50k,26,Negative,1683.560195,0.21,14,Brand B,1
16,5924.345332,No,0.61,6,Electronics,11.48763021,0,No,<50k,34,Neutral,1331.637891,0.82,51,Brand A,0
11,9048.619247,No,0.29,7,Electronics,9.644334681,2,No,<50k,46,Neutral,1067.254511,0.95,178,Mixed,0
13,2273.651991,No,0.16,6,Home Decor,19.01405125,4,No,>=50k,8,Positive,310.3294587,0.41,3,Brand B,1
5,5379.412335,Yes,0.54,6,Clothing,15.17181496,2,Yes,>=50k,5,Positive,813.4296747,0.7,161,Brand B,0
2,3676.035644,No,0.53,1,Clothing,9.346208219,4,No,>=50k,5,Negative,100,0.52,100,Brand B,1
8,5851.774412,No,0.08,3,Electronics,14.0567449,0,No,>=50k,39,Negative,1475.75414,0.11,151,Brand C,1
4,5038.295555,No,0.7,7,Electronics,10.96946163,4,Yes,<50k,25,Negative,1092.742612,0.35,148,Brand A,1
16,3717.026182,Yes,0.62,4,Clothing,16.50689837,2,Yes,>=50k,42,Positive,628.273777,0.16,129,Brand B,1
13,5975.74457,Yes,0.19,4,Electronics,21.26809386,4,Yes,<50k,18,Positive,1505.036652,0.67,6,Brand B,1
2,8608.69622,No,0.47,7,Electronics,9.595802398,3,Yes,<50k,15,Positive,1166.25792,0.58,74,Mixed,1
0,4618.192417,No,0.72,9,Electronics,15.78587096,4,No,<50k,40,Negative,1819.60488,0.03,75,Brand B,0
19,6439.515884,No,0.53,2,Electronics,15.69492254,4,No,<50k,22,Positive,778.0773208,0.06,34,Brand A,1
0,2413.454084,Yes,0.4,9,Home Decor,5,1,No,<50k,10,Negative,1696.530376,0.26,153,Brand B,1
2,3087.127246,Yes,0.32,3,Home Decor,19.16308208,3,No,<50k,15,Neutral,1112.436169,0.74,145,Brand C,1
17,5944.812556,Yes,0.61,6,Electronics,25.49473786,0,Yes,<50k,28,Positive,612.7368073,0.13,63,Brand A,0
9,7968.232057,No,0.94,4,Electronics,15.69018178,4,Yes,<50k,37,Positive,1296.89562,0.2,121,Mixed,1
2,5711.226698,Yes,0.67,1,Clothing,21.79810003,3,No,<50k,48,Positive,1037.332606,0.91,55,Brand A,1
7,4373.883939,Yes,0.07,9,Clothing,8.72719481,0,No,>=50k,47,Positive,1227.906287,0.55,54,Brand A,1
13,4998.582811,No,0.46,6,Groceries,11.40617886,3,No,>=50k,19,Positive,506.813468,0.62,139,Brand A,0
17,2499.184532,Yes,0.89,8,Home Decor,15.35621617,1,Yes,<50k,20,Positive,100,0.46,36,Brand C,0
14,6209.030653,No,0.09,2,Groceries,10.7315997,0,No,>=50k,27,Negative,752.6275965,0.3,51,Brand B,0
1,6764.666125,Yes,0.99,7,Clothing,15.19048953,0,Yes,<50k,49,Positive,1285.906452,0.25,146,Brand A,0
9,4095.819334,No,0.95,6,Clothing,20.01687353,4,Yes,<50k,32,Neutral,1271.10476,0.59,14,Mixed,0
1,4059.915704,Yes,0.08,2,Home Decor,10.58467612,2,No,>=50k,49,Neutral,773.0471889,0.47,126,Brand A,0
16,5531.756459,No,0.93,2,Electronics,20.23759697,0,Yes,<50k,39,Positive,1116.965375,0.4,85,Brand B,1
7,4126.560528,No,0.36,4,Electronics,5.383531394,0,No,<50k,25,Neutral,803.9136881,0.69,83,Brand A,1
0,4867.734771,Yes,0.84,4,Electronics,12.15617407,1,Yes,<50k,9,Positive,932.9913265,0.4,106,Mixed,0
8,9199.443578,Yes,0.42,3,Clothing,14.01533911,1,No,<50k,33,Positive,1631.060354,0.04,179,Brand C,1
10,4505.948599,Yes,0.44,8,Electronics,10.36521017,1,No,<50k,8,Negative,333.0983913,0.84,76,Brand C,1
15,4283.319696,No,0.63,7,Electronics,12.22593274,4,Yes,<50k,35,Positive,1943.356183,0.32,153,Brand A,1
6,3704.916389,No,0.77,2,Home Decor,21.98072415,0,No,<50k,10,Positive,1086.958831,0.95,44,Brand B,1
9,6488.383943,Yes,0.03,3,Groceries,21.19965952,1,No,>=50k,9,Positive,2009.367709,0.88,95,Brand B,1
2,4637.551654,No,0.59,9,Electronics,18.60017131,1,No,>=50k,45,Neutral,1930.663948,0.23,20,Brand B,0
17,3701.253923,Yes,0.19,5,Clothing,20.20606183,3,Yes,<50k,6,Positive,100,0.97,80,Brand B,1
12,7642.608065,No,0.35,2,Electronics,11.8981479,3,Yes,>=50k,37,Neutral,1091.888047,0.85,52,Mixed,1
6,7839.206009,No,0.35,3,Groceries,8.885797873,1,Yes,>=50k,15,Neutral,509.3476536,0.99,156,Brand A,0
3,3799.152869,Yes,0.47,8,Electronics,10.96199576,4,No,<50k,25,Positive,932.3513402,0.68,175,Brand C,1
12,1266.920097,Yes,0.33,4,Groceries,11.70491102,2,Yes,<50k,31,Positive,1228.704225,0.93,112,Brand B,0
19,7015.02738,Yes,0.11,2,Electronics,11.95242517,3,Yes,<50k,30,Positive,1728.558027,0.69,146,Brand C,1
0,3630.740348,Yes,0.15,2,Groceries,17.64069396,3,Yes,<50k,31,Positive,457.5223957,0.86,77,Brand A,1
7,6581.251198,Yes,0.03,6,Electronics,16.6158894,0,Yes,<50k,44,Positive,2264.581601,0.61,126,Brand A,1
13,1059.792365,Yes,0.47,8,Electronics,14.12169034,0,No,>=50k,11,Positive,709.5183722,0.93,118,Brand B,1
15,6785.194677,Yes,0.95,7,Electronics,14.42961178,1,Yes,<50k,26,Positive,328.3871979,0.52,102,Mixed,1
13,2577.656141,Yes,0.12,4,Electronics,20.47461141,0,Yes,>=50k,21,Positive,1547.484368,0.74,86,Mixed,1
11,6461.528238,Yes,0.95,2,Groceries,8.540885204,0,Yes,<50k,14,Negative,1063.756542,0.92,104,Brand A,1
18,5028.546136,Yes,0.73,9,Home Decor,18.94836534,2,No,>=50k,7,Positive,2105.631578,0.42,1,Brand A,1
14,3092.121161,Yes,0.64,4,Clothing,5,4,No,>=50k,3,Neutral,507.9756187,0.03,114,Brand B,0
1,4185.927374,No,0.65,9,Groceries,12.17052169,1,No,>=50k,7,Positive,1092.146276,0.11,31,Brand B,1
1,6372.636914,No,0.83,5,Clothing,22.55293387,2,Yes,<50k,22,Negative,1635.072662,0.97,101,Brand C,1
18,5211.788906,Yes,0.11,7,Groceries,16.50420946,1,Yes,<50k,15,Neutral,577.1671374,0.87,61,Brand B,1
16,6168.825961,Yes,0.5,5,Electronics,12.66679147,4,Yes,<50k,47,Positive,1640.832152,0.48,96,Brand B,1
19,8952.881169,No,0.7,2,Groceries,19.57660178,1,No,<50k,33,Negative,1198.865752,0.96,121,Brand C,1
9,1871.516777,No,0.59,6,Electronics,17.97552038,0,Yes,<50k,21,Positive,497.2442451,0.19,134,Brand A,0
5,8234.42515,Yes,0.83,7,Clothing,17.77307418,4,No,<50k,48,Neutral,1631.624099,0.11,97,Brand C,1
14,5208.711875,Yes,0.07,6,Clothing,13.99320414,2,No,<50k,22,Negative,901.8070993,0.6,83,Brand B,1
10,3202.431903,Yes,0.69,3,Clothing,19.79972525,2,Yes,<50k,4,Positive,1594.23775,0.38,149,Mixed,1
4,2339.372749,Yes,0.53,8,Clothing,11.78049177,3,Yes,<50k,36,Neutral,648.5710696,0.34,156,Brand A,0
0,4621.759218,Yes,0.38,3,Clothing,11.54407965,2,Yes,<50k,43,Negative,273.9403404,0.73,106,Brand B,0
7,6843.300224,Yes,0.34,5,Groceries,24.37139827,3,Yes,>=50k,6,Positive,779.9393659,0.15,100,Mixed,1
11,4744.901759,No,0.62,9,Groceries,12.50041823,0,No,>=50k,36,Neutral,938.8950748,0.78,130,Brand B,1
11,8022.30986,Yes,0.89,5,Groceries,5,2,No,>=50k,25,Negative,1097.484349,0.36,21,Mixed,1
4,2097.64862,Yes,0.5,7,Groceries,20.31247632,4,Yes,>=50k,27,Positive,1266.918211,0.99,83,Brand C,1
6,4975.822104,Yes,0.82,7,Home Decor,21.80651096,3,No,<50k,3,Neutral,1979.81123,0.81,88,Mixed,1
3,2495.213111,Yes,0.4,5,Groceries,13.82124848,2,No,<50k,48,Positive,948.2843044,0.65,105,Brand B,1
5,5727.263765,Yes,0.1,2,Groceries,5,0,No,<50k,31,Negative,1890.891848,0.23,92,Brand A,0
12,6773.77478,Yes,0.06,5,Clothing,14.72391045,4,No,<50k,37,Positive,1512.433664,0.96,137,Mixed,1
19,4158.476413,No,0.05,7,Home Decor,25.36150561,4,No,<50k,45,Neutral,959.5137202,0.03,102,Mixed,0
14,500,Yes,0.38,7,Groceries,16.01279558,0,Yes,>=50k,8,Negative,1153.325964,0.22,100,Brand C,1
2,5397.896294,No,0.34,4,Home Decor,18.84679021,2,No,<50k,35,Negative,1197.927589,0.04,39,Brand B,1
7,5873.477103,No,0.72,1,Clothing,19.1340602,1,Yes,<50k,25,Neutral,1512.845895,0.97,113,Mixed,1
19,5808.58951,Yes,0.74,6,Electronics,19.8564674,2,No,<50k,10,Positive,1589.121009,0.87,147,Brand A,1
15,7471.564384,Yes,0.05,3,Groceries,24.31264976,3,Yes,<50k,19,Positive,299.9298065,0.95,124,Brand C,0
12,2857.892641,Yes,0.22,5,Groceries,20.40060502,3,Yes,<50k,47,Negative,1489.313797,0.72,86,Brand A,1
17,6360.432211,No,0.27,4,Clothing,14.59641499,2,Yes,>=50k,47,Positive,1203.896537,0.03,10,Brand A,1
9,7385.015025,No,0.55,2,Electronics,9.420628825,3,Yes,<50k,47,Positive,1196.324738,0.93,135,Brand B,0
18,1442.824832,No,0.14,7,Clothing,17.14857139,1,Yes,<50k,37,Negative,933.5361457,0.42,92,Mixed,0
16,5639.303652,Yes,0.13,5,Clothing,14.03273971,1,No,<50k,14,Negative,1351.841813,0.37,35,Brand C,0
18,3991.640338,No,0.94,7,Clothing,18.58393187,4,Yes,>=50k,34,Positive,1444.203394,0.28,152,Mixed,0
4,4836.954654,Yes,0.8,9,Home Decor,10.68564845,3,No,>=50k,8,Neutral,1056.078758,0.29,166,Brand A,1
8,5695.352967,Yes,0.18,4,Groceries,13.49693932,2,Yes,<50k,32,Negative,1510.872892,0.8,97,Brand B,1
11,4025.542872,Yes,0.41,5,Home Decor,15.05579845,4,Yes,<50k,10,Neutral,684.4984955,0.26,110,Brand A,1
0,3648.583842,Yes,0.36,9,Clothing,10.30396127,1,Yes,>=50k,21,Neutral,1005.899324,0.22,95,Brand A,1
0,5068.304835,No,0.79,4,Groceries,15.19930201,4,Yes,<50k,5,Positive,1180.460938,0.7,61,Brand A,0
14,2825.508122,Yes,0.51,5,Clothing,18.93427901,0,Yes,>=50k,36,Negative,845.2686424,0.29,104,Brand A,1
1,2828.349742,Yes,0.13,5,Electronics,24.55069202,3,Yes,>=50k,49,Positive,834.5165275,0.01,148,Brand B,1
15,6358.746566,Yes,0.74,8,Clothing,11.32345093,2,Yes,<50k,20,Neutral,535.0763878,0.93,146,Brand A,1
7,2702.41193,No,0.4,4,Home Decor,19.52912991,1,No,<50k,11,Neutral,1215.828578,0.31,152,Brand B,0
12,6332.625002,No,0.26,4,Groceries,5.109917645,4,Yes,<50k,6,Positive,1972.44445,0.76,86,Mixed,1
0,5925.182586,Yes,0.38,7,Groceries,14.96230229,2,No,>=50k,1,Neutral,1301.089364,0.47,132,Brand C,1
15,1548.386542,Yes,0.5,5,Clothing,15.35324704,3,No,>=50k,38,Negative,916.1232662,0.13,126,Mixed,1
6,3644.870695,Yes,0.34,6,Electronics,19.07094737,2,No,>=50k,40,Neutral,1657.848377,0.66,82,Mixed,0
4,7388.218806,No,0.24,6,Electronics,12.40159946,3,No,>=50k,23,Positive,982.9193086,0.23,11,Brand B,1
2,3037.668938,Yes,0.4,6,Home Decor,16.22378901,3,Yes,<50k,25,Neutral,1375.099861,0.29,102,Brand C,1
11,4071.191475,Yes,0.02,5,Home Decor,20.54208558,3,No,>=50k,24,Negative,1280.074158,0.03,152,Brand C,0
15,5924.121787,Yes,0.77,5,Clothing,9.363858504,4,Yes,<50k,19,Negative,253.5987398,0.02,4,Brand A,1
18,6566.781019,Yes,0.17,9,Clothing,5.207393314,3,Yes,<50k,39,Neutral,1050.128013,0.51,75,Mixed,0
4,4496.922228,No,0.04,8,Groceries,20.39758971,2,No,<50k,40,Negative,2071.621225,0.06,154,Brand B,1
13,3804.979611,Yes,0.65,4,Groceries,10.01244313,0,No,<50k,41,Negative,729.0197241,0.21,3,Brand A,1
4,7844.739723,Yes,0.77,7,Electronics,17.28475463,2,No,>=50k,43,Positive,1796.626027,0.92,115,Brand C,1
14,8477.799328,Yes,0.81,8,Home Decor,24.75043917,4,Yes,>=50k,1,Neutral,1506.270109,0.08,82,Brand C,0
16,6957.716102,Yes,0.49,9,Home Decor,19.18190878,3,Yes,<50k,41,Negative,775.389125,0.29,172,Brand B,1
13,5170.636285,No,0.21,5,Electronics,10.14331109,0,No,>=50k,34,Neutral,1052.700629,0.73,174,Brand A,1
19,3383.468557,Yes,0.74,3,Clothing,7.688788205,4,No,<50k,32,Positive,521.0316383,0.88,105,Brand B,1
4,3339.111187,No,0.7,4,Electronics,11.10764543,1,Yes,<50k,16,Positive,1475.207589,0.05,155,Brand B,1
11,6045.028211,No,0.25,6,Electronics,15.8641475,1,Yes,<50k,21,Positive,527.4288723,0.19,34,Mixed,1
15,5836.796442,Yes,0.9,5,Home Decor,13.75041807,1,No,<50k,0,Neutral,1251.474116,0.39,143,Mixed,1
15,7803.197186,Yes,0.1,9,Clothing,21.8092905,0,No,<50k,36,Positive,1964.19964,0.36,139,Brand C,0
6,6300.900185,Yes,0.98,3,Clothing,18.33563682,2,Yes,<50k,29,Positive,726.5964426,0.29,79,Brand A,1
3,1993.839396,No,0.86,2,Clothing,11.34681881,0,No,>=50k,45,Negative,1222.72128,0.24,74,Brand B,1
0,7103.895235,Yes,0.69,6,Electronics,19.23033856,0,No,<50k,5,Positive,302.4168446,0.27,42,Brand B,1
4,3003.878745,Yes,0.94,7,Home Decor,22.53209113,0,No,>=50k,40,Neutral,1071.0252,0.13,27,Brand B,1
9,4232.057456,Yes,0.72,5,Clothing,13.42458036,1,No,<50k,13,Negative,543.5289489,0.16,80,Brand A,1
4,5500.400413,No,0.19,1,Clothing,17.39790922,2,Yes,<50k,35,Neutral,1172.382137,0.61,18,Brand B,1
3,8991.33498,Yes,0.44,3,Groceries,10.62714267,0,No,>=50k,32,Positive,782.2270094,0.29,73,Brand B,1
1,11219.83711,Yes,0.07,3,Clothing,14.29126502,2,Yes,>=50k,37,Positive,554.6720971,0.4,122,Brand B,0
19,6213.446118,Yes,0.39,4,Home Decor,10.53997215,3,No,<50k,38,Positive,981.2636565,0.41,54,Brand A,1
9,4633.606763,Yes,0.74,6,Clothing,21.19645107,0,No,<50k,5,Neutral,100,0.11,82,Brand B,1
18,6069.011297,No,0.39,5,Groceries,12.49112125,0,No,<50k,25,Positive,522.6115937,0.82,163,Brand C,0
0,6775.310852,Yes,0.33,1,Groceries,17.20018145,0,Yes,<50k,23,Positive,2235.435819,0.96,61,Brand B,1
4,4358.664749,No,0.6,6,Electronics,18.17623454,3,No,<50k,32,Neutral,935.1527575,0.26,106,Brand C,0
12,8590.422712,No,0.87,9,Home Decor,30.54538778,3,No,>=50k,7,Positive,811.7787984,0.29,166,Brand C,1
3,5460.141518,Yes,0.05,1,Electronics,13.67132768,1,No,<50k,43,Neutral,1236.29629,0.69,115,Mixed,1
15,5995.486178,No,0.39,8,Groceries,11.11427487,4,Yes,<50k,42,Neutral,1579.607839,0.08,40,Brand A,1
15,6331.848504,Yes,0.16,8,Clothing,14.63890081,2,Yes,>=50k,33,Positive,1875.032973,0.91,85,Brand A,1
1,5843.173221,Yes,0.7,3,Groceries,10.74742382,4,No,<50k,33,Negative,1025.54716,0.12,65,Brand B,1
16,6677.881001,No,0.11,9,Clothing,12.56265832,0,Yes,<50k,23,Negative,955.1862785,0.73,96,Mixed,1
19,3765.493627,Yes,0.66,8,Home Decor,18.63704481,0,No,<50k,1,Positive,1251.068209,0.29,167,Brand C,0
11,3883.396492,No,0.29,3,Groceries,11.64156068,1,Yes,<50k,7,Positive,1088.184583,0.32,18,Brand B,1
17,2799.691534,Yes,0.2,5,Groceries,17.80985454,4,No,<50k,24,Neutral,975.5276904,0.14,54,Brand A,1
2,5879.002461,No,0.94,3,Electronics,17.98224094,0,Yes,>=50k,29,Positive,1360.139071,0.65,111,Brand B,1
0,6557.873007,Yes,0.02,5,Clothing,16.2468659,4,Yes,<50k,31,Negative,1352.626153,0.79,45,Brand B,0
0,5915.545732,Yes,0.44,9,Clothing,18.34754385,1,Yes,>=50k,29,Negative,1088.69315,0.95,3,Brand C,1
18,8348.984867,Yes,0.02,4,Clothing,13.52799367,4,No,<50k,6,Positive,2264.790868,0.33,24,Brand B,1
10,4988.807962,No,0.48,6,Clothing,5,2,No,>=50k,47,Neutral,2012.096561,0.62,62,Brand B,0
4,6337.483311,No,0.5,3,Clothing,15.29631581,1,No,<50k,23,Positive,1336.678034,0.41,110,Brand A,1
11,2816.598248,Yes,0.32,3,Clothing,15.39146216,4,No,>=50k,8,Positive,1638.008612,0.56,12,Brand A,1
2,4225.800595,No,0.13,5,Electronics,13.14921876,0,Yes,>=50k,15,Negative,721.6471401,0.16,114,Brand B,0
0,6391.075515,Yes,0.38,8,Clothing,18.23939116,3,No,<50k,1,Positive,1073.89314,0.58,85,Brand B,1
0,6698.204221,Yes,0.67,8,Electronics,18.82152956,3,No,>=50k,34,Negative,1424.201136,0.85,3,Brand B,1
7,4412.066105,No,0.78,3,Electronics,16.09078635,1,Yes,>=50k,33,Neutral,1756.380119,0.86,1,Brand C,0
9,4856.801496,No,0.53,8,Home Decor,15.49319303,3,No,<50k,21,Positive,541.6453751,0.48,66,Brand A,1
10,1964.252507,No,0.59,8,Electronics,21.09389954,2,No,>=50k,18,Positive,730.1493301,0.24,109,Brand B,0
11,4285.941598,No,0.2,3,Clothing,9.629958903,1,No,>=50k,48,Positive,1098.589061,0.84,29,Mixed,0
12,6780.766327,Yes,0.29,2,Clothing,13.34311954,0,No,>=50k,20,Neutral,1821.728161,1,131,Brand B,1
11,6150.410032,No,0.16,2,Clothing,19.98909607,0,No,>=50k,11,Positive,1097.652786,0.38,47,Brand B,0
13,6001.331443,Yes,0.25,9,Home Decor,17.67887519,1,No,<50k,10,Positive,1635.325814,0.92,42,Brand B,1
1,5099.547374,Yes,0.22,7,Clothing,13.82485248,3,No,<50k,18,Negative,979.361875,0.98,92,Brand B,1
18,5014.126317,Yes,0.52,6,Electronics,16.95286569,3,Yes,<50k,5,Positive,1424.203078,0.4,172,Brand A,1
17,3679.357721,Yes,0.56,7,Groceries,12.25895932,0,No,>=50k,41,Positive,514.3155998,0.72,140,Brand A,1
2,6397.65684,Yes,0.94,8,Groceries,15.80640227,2,Yes,<50k,13,Neutral,682.0236335,0.58,46,Brand A,1
16,5841.945889,Yes,0.2,1,Electronics,18.44027911,3,No,<50k,32,Positive,933.418442,0.72,27,Brand C,1
7,5984.037696,Yes,0.64,8,Clothing,21.45934275,2,No,>=50k,46,Positive,460.048004,0.15,36,Brand A,0
9,3947.930315,Yes,0.82,3,Clothing,18.30452961,3,Yes,>=50k,37,Positive,431.2095076,0.37,27,Mixed,1
