balance,balance_frequency,purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,credit_limit,payments,prc_full_payment,tenure
1535.25,1,857.36,0,0,1,0.82,0,6550,3239.63,0.08,12
1508.51,0.82,2747.12,1210.37,246.05,0.25,0.08,0.17,5000,4250.02,0.1,12
5040.84,1,2799.9,1210.37,2728.58,1,0.25,1,11000,4250.02,0,12
201.35,1,600,600,0,0.5,0,0.42,1000,249.07,0,12
2502.26,1,0,0,2368.87,0,0,0,10000,541.31,0,12
4543.79,1,255.12,250.12,0,0.67,0.25,0.5,8500,1703.33,0,12
918.34,1,1221.53,41.53,1078.79,0.33,0.17,0.17,1200,1421.04,0.25,12
5040.84,1,0,0,1974.5,0,0,0,13000,1336.02,0,12
2259.43,1,780.64,580.99,1227.56,1,0.17,0.83,3500,663.55,0,12
437.79,1,1532.1,1210.37,0,0.75,0.17,0.67,5000,1834.37,0,12
2025.16,1,778.33,778.33,0,0.92,0,0.92,2000,1411.33,0,12
3770.56,0.88,964.06,704.06,2830.97,0.88,0.12,0.75,6000,565.72,0,12
140.73,1,1667.13,603.99,0,1,0.82,0.83,13000,1669.26,0.25,12
3298.69,1,1088.83,570.44,0,0.42,0.08,0.33,9000,4250.02,0,12
1874.84,1,0,0,120.18,0,0,0,2100,444.78,0,12
3024.63,1,0,0,2171.14,0,0,0,4500,4226.58,0,12
154.64,0.78,1897.92,1210.37,0,0.25,0.17,0.17,13500,4250.02,0.43,12
1322.06,1,0,0,76.26,0,0,0,6200,802.04,0,12
62.29,1,1263.29,983.3,0,1,0.82,0.58,9500,1356.43,0.4,12
4664.02,1,340,0,2830.97,0.08,0.08,0,6000,2162.14,0,12
318.03,1,1277.58,1210.37,0,1,0,1,7000,552.73,0,12
681.62,1,2799.9,1210.37,0,1,0.17,1,6000,4250.02,0,12
5040.84,1,226.23,0,0,0.17,0.17,0,13850,1885.24,0,12
5040.84,1,2799.9,1210.37,0,1,0.58,0.92,7500,3879.25,0,12
133.41,0.78,1346.9,318.9,0,0.58,0.08,0.42,8000,1369.44,0.33,12
1403.6,1,1050.83,982.93,2830.97,1,0.08,1,5000,4250.02,0,12
469.88,1,1364.99,1210.37,284.75,0.5,0.08,0.42,2000,1849.1,0.2,12
1452.44,1,0,0,114.92,0,0,0,1500,331.67,0,12
5040.84,1,2799.9,1210.37,0,0.92,0.75,1,13500,4250.02,0,12
1692.76,0.91,570.16,570.16,2817.05,0.83,0,0.83,9000,4250.02,0,12
3534.25,1,566.28,135.27,2830.97,0.5,0.33,0.33,4000,1298.82,0,12
654.57,1,0,0,2819.61,0,0,0,8000,422.88,0,12
1648.72,1,0,0,39.65,0,0,0,1800,357.84,0,12
5040.84,1,137.34,0,2830.97,0.08,0.08,0,10000,1874.95,0,12
5040.84,1,0,0,2830.97,0,0,0,10000,2052.53,0,12
5040.84,1,0,0,2830.97,0,0,0,9000,4250.02,0,12
4245.55,1,332.82,332.82,2830.97,1,0,1,5000,4250.02,0,12
541.92,0.78,1377.72,0,0,0.25,0.25,0,2500,182.18,0,12
4855.34,1,0,0,1886.47,0,0,0,6000,2996.74,0,12
981.64,0.82,0,0,1462.32,0,0,0,1500,2008.97,0.12,12
5040.84,1,360.7,0,2830.97,0.08,0.08,0,8000,4250.02,0,12
4264.31,1,222.64,222.64,249.3,0.92,0,0.83,4500,1017.24,0,12
4503.39,1,1634.74,258.74,94.84,1,0.33,1,13000,1094.35,0,12
969.29,1,0,0,340.25,0,0,0,1200,591.85,0,12
4479.12,1,759.15,0,2493.11,1,0.82,0,6000,994.5,0,12
37.75,0.78,243.36,0,0,0.08,0.08,0,1800,546.42,0.25,12
5040.84,0.9,0,0,2830.97,0,0,0,10500,4250.02,0.1,12
1265.81,0.82,0,0,2820.53,0,0,0,2500,1370.24,0,12
598.79,1,519,519,0,0.82,0,0.64,4500,621.26,0,12
3143.93,1,2799.9,0,0,0.75,0.75,0,4500,2198.29,0,12
5040.84,1,2470.4,1210.37,1652.88,0.5,0.08,0.5,9500,3340.04,0,12
576.64,1,1671.6,1191.6,0,1,0.33,1,1800,1021.91,0,12
51.82,0.78,903.36,0,0,0.25,0.25,0,13850,538.84,0,12
1036.6,1,0,0,193.74,0,0,0,1200,274.65,0,12
21.13,0.78,229.5,175.5,0,0.5,0.08,0.42,3150,423.21,0.43,12
1534.97,1,1476.19,0,0,1,0.82,0,2500,1493.92,0,12
4994.05,1,2506.89,0,0,0.75,0.75,0,8500,1230.22,0,12
4700.11,1,2570,1210.37,124.56,0.75,0.17,0.67,4500,3259.96,0,12
5040.84,1,238.34,238.34,2830.97,0.83,0,0.83,13850,1194.51,0,12
1207.89,0.88,1342.36,304.4,1738.11,0.88,0.82,0.5,4000,288.88,0,12
87.44,0.82,786.32,600,0,0.64,0.09,0.55,7500,881.28,0.43,12
123.39,0.91,1450.68,1210.37,0,1,0,1,6000,1583.42,0.43,12
395.05,1,1239.46,487.18,0,0.67,0.42,0.42,1500,401.22,0,12
1715.46,1,96.75,62.1,19.14,0.33,0.08,0.25,1800,452.23,0,12
1492.04,1,2799.9,1210.37,734.82,0.33,0.25,0.42,12000,4250.02,0.43,12
636.67,1,2022.38,130,0,0.92,0.82,0.33,6000,939.31,0,12
223.77,1,2799.9,1210.37,0,1,0.17,1,2500,3301.33,0.33,12
1122.6,1,883.73,426.11,0,0.83,0.33,0.75,3000,632.06,0,12
805.13,1,795.54,628.14,418.48,1,0.17,1,1700,1804.07,0,12
869,1,0,0,278.59,0,0,0,1200,541.1,0,12
4458.06,1,0,0,2806.96,0,0,0,7500,1088.76,0,12
2070.07,1,1382.57,304.82,0,1,0.67,0.83,2400,1580.08,0,12
52.23,1,565.5,565.5,101.14,1,0,1,8500,2768.8,0.25,12
5040.84,1,2799.9,1210.37,2830.97,1,0.82,0.92,11800,1793.04,0,12
206.6,0.78,1726.67,0,0,0.17,0.17,0,6000,4250.02,0,12
5040.84,1,217,0,2830.97,0.17,0.17,0,9000,4250.02,0.17,12
3872.61,1,0,0,1483.93,0,0,0,4000,1067.41,0,12
2597.4,1,1748.73,1210.37,0,1,0.42,1,6500,2497.49,0,12
1481.43,1,0,0,149.36,0,0,0,1800,586.43,0,12
1135.54,1,50.98,50.98,0,0.33,0,0.33,1200,320.59,0,12
3430.98,1,378.04,378.04,0,0.17,0,0.17,11300,4250.02,0,12
4102.6,1,1483.12,397.93,1992.72,0.83,0.25,0.58,5000,1357.36,0,12
150.95,0.78,2799.9,1210.37,0,1,0.67,1,13850,3484.43,0.3,12
3170.54,0.91,0,0,1161.1,0,0,0,3500,547.24,0,12
911.28,1,70,0,0,0.08,0.08,0,8500,566.29,0,12
45.75,0.78,449.96,449.96,0,0.5,0,0.5,7000,1023.21,0.43,12
456.65,1,2799.9,1050,0,0.92,0.58,0.83,6500,2087.87,0.36,12
198.04,0.78,0,0,2830.97,0,0,0,10000,4250.02,0,12
473.84,0.78,0,0,818.12,0,0,0,3000,142.29,0,12
285.81,1,2799.9,278.7,0,1,0.82,0.42,13850,826.76,0.43,12
204.33,1,2799.9,0,0,1,0.82,0,7000,4250.02,0.43,12
3690.18,1,0,0,1328.64,0,0,0,4000,1006.36,0,12
327.45,1,2799.9,1210.37,0,1,0.82,0.92,9500,4030.06,0.43,12
5040.84,1,262.1,0,2830.97,0.17,0.17,0,13000,1629.24,0,12
155.64,0.78,1626.83,797.98,0,0.75,0.75,0.17,13000,1924.1,0.43,12
4263.01,1,2799.9,1210.37,2485.85,1,0.33,1,6000,1165.62,0,12
5040.84,1,0,0,2438.36,0,0,0,13850,2662.37,0,12
813.19,1,2799.9,913.78,0,1,0.82,1,6000,4250.02,0.43,12
911.89,1,1604.8,77.5,1302.01,0.25,0.25,0.08,4500,191.37,0.08,12
3563.24,1,709.9,100,779.26,1,0.82,0.08,7000,826.58,0,12
5040.84,1,174,0,2830.97,0.25,0.25,0,13850,3251.19,0,12
2061.28,1,0,0,554.12,0,0,0,4500,552.71,0,12
1556.38,1,0,0,655.04,0,0,0,1700,1076.72,0,12
126.21,0.78,913,913,0,0.42,0,0.33,7500,1718.49,0.43,12
2516.75,1,606.62,7.67,0,0.83,0.82,0.08,2750,1043.62,0,12
1199.94,1,1447.01,1140.7,49.91,0.92,0.17,0.92,2400,642.72,0,12
5040.84,1,2799.9,426.34,0,0.83,0.67,0.42,13850,4250.02,0.08,12
80.06,1,727.27,0,0,0.58,0.58,0,13850,822.93,0.43,12
839.9,1,1869.88,1054.77,0,1,0.36,0.91,4000,999.24,0,12
128.18,0.82,182.94,182.94,0,0.83,0,0.83,5000,1391.65,0.3,12
47.64,0.78,379.28,379.28,0,0.58,0,0.58,2500,641.94,0.43,12
1529.21,1,874.94,874.94,0,0.83,0,0.75,1500,716.24,0,12
2643.34,1,2799.9,1210.37,0,1,0.82,0.33,13850,4250.02,0.43,12
2924.76,1,0,0,281.04,0,0,0,3000,677.65,0,12
5036.87,1,1752.15,187.99,1072.35,1,0.82,0.58,10300,1489.6,0,12
32.04,0.91,400.41,489.39,0,0.83,0,0.75,4500,353.57,0.43,12
2549.13,1,2799.9,1210.37,0,1,0.5,1,13850,4250.02,0.25,12
3718.61,1,1172.68,0,2830.97,0.08,0.08,0,9500,4250.02,0,12
4914.33,1,1653.6,1210.37,1442.4,0.75,0.25,0.58,5000,3410.25,0,12
1191.58,1,2799.9,1210.37,0,1,0.5,1,10500,3528.73,0.08,12
98.42,1,907.37,0,0,1,0.82,0,10000,908.91,0.43,12
1534.89,1,0,0,2614.63,0,0,0,3000,304.98,0,12
43.43,1,569.34,569.34,0,1,0,1,13850,758.42,0.43,12
1874.6,1,305.78,305.78,0,0.58,0,0.58,1500,518.76,0,12
5040.84,1,529.3,0,2830.97,0.5,0.5,0,13850,2051.15,0,12
4497.21,1,2001.19,1210.37,0,1,0.08,1,4500,3058.77,0,12
986.15,0.78,0,0,2830.97,0,0,0,3000,832.89,0,12
258,1,1020.47,835.47,0,0.92,0.08,0.92,6500,1099.16,0,12
4507.73,1,2799.9,1117.79,0,1,0.82,0.75,9500,1924.74,0,12
1117.64,1,0,0,97.2,0,0,0,1200,308.09,0,12
5040.84,1,331.95,0,2830.97,0.2,0.2,0,8000,4250.02,0,12
3649.56,0.82,1490,0,2830.97,0.08,0.08,0,12500,573.31,0,12
77.46,1,558.28,287.76,0,0.92,0.25,0.83,8000,601.75,0.33,12
1362.42,1,1477.44,577.44,451.97,1,0.11,0.89,1500,559.1,0,12
189.12,0.91,1051.1,1051.1,0,0.83,0,0.83,3000,1301.16,0.38,12
2374.66,1,2242.26,1019.3,228.47,1,0.42,1,2850,2073.37,0,12
1112.07,1,179.24,120.24,0,0.42,0.08,0.33,4000,217.55,0,12
2569.38,1,972.65,809.7,1390.37,0.58,0.17,0.5,5500,807.05,0,12
2883.91,1,2799.9,319.92,0,1,0.58,1,7500,4250.02,0.08,12
71.05,0.78,1023.8,0,0,0.08,0.08,0,13850,4250.02,0,12
3366.05,1,2799.9,1210.37,0,1,0.82,0.67,12000,2890.9,0.08,12
5040.84,1,1549.61,0,2830.97,0.67,0.67,0,13850,1727.43,0,12
68.04,0.78,734.11,0,0,0.33,0.33,0,5000,1537.31,0.43,12
5040.84,1,2274.21,991.36,2830.97,1,0.67,1,5000,4250.02,0,12
2454.61,1,1635.69,1210.37,486.81,1,0,1,3000,1442.49,0,12
64.33,0.78,627.03,145,0,0.25,0.17,0.17,6000,1513.7,0.43,12
1284.63,1,55.5,55.5,2830.97,0.08,0,0.08,3000,3432.76,0,12
76.94,0.83,277,0,0,0.33,0.33,0,8500,814.61,0.33,12
950.56,0.91,2799.9,0,0,0.82,0.82,0,13850,4250.02,0.43,12
5040.84,1,2799.9,1210.37,0,1,0.75,0.83,9500,1248.5,0,12
531.46,1,2799.9,0,0,0.83,0.82,0,13850,4250.02,0.43,12
263.7,1,1856.64,1210.37,0,1,0,1,1800,1591.56,0,12
492.07,0.8,2799.9,0,0,0.8,0.8,0,10500,3430.6,0.43,12
1034.66,0.83,1308.11,0,234.6,0.5,0.5,0,1500,236.76,0,12
5040.84,1,2799.9,1210.37,558.17,1,0.82,0.92,13850,4250.02,0.25,12
5040.84,1,2799.9,584.39,1854.53,0.92,0.67,0.75,9000,4201.89,0,12
5040.84,1,227.8,0,2830.97,0.33,0.33,0,9500,4250.02,0,12
1296.92,1,2327.49,0,1873.27,0.67,0.67,0,6000,2322.41,0,12
1758.98,0.82,1199,0,2830.97,0.09,0.09,0,6750,4250.02,0.11,12
194.49,1,1174.76,1174.76,0,1,0,1,4500,1280.29,0,12
3294.38,1,0,0,2546.89,0,0,0,4000,1084.06,0,12
5040.84,1,469,183,2830.97,0.67,0.17,0.33,7000,2676.47,0,12
5040.84,1,0,0,1239.22,0,0,0,6000,2060.02,0,12
181.46,1,133.39,0,219.14,0.25,0.25,0,2500,168.43,0,12
1311.73,1,2799.9,1210.37,0,0.92,0.5,1,6000,4250.02,0.43,12
542.22,1,0,0,1074.74,0,0,0,1500,1328.86,0,12
1029.1,1,49.1,49.1,0,0.25,0,0.25,1000,59.92,0,12
1202.98,1,2799.9,1180.07,0,1,0.82,0.83,6000,4250.02,0.43,12
1095.38,1,0,0,282.9,0,0,0,1200,432.05,0,12
4546.77,1,2799.9,1210.37,0,1,0,1,13850,4250.02,0.25,12
28.93,0.91,258.74,0,0,0.67,0.67,0,12000,502.49,0.43,12
3457.09,1,2448.6,1210.37,0,1,0,1,1700,227.51,0,12
23.29,0.78,293.99,99,0,0.5,0.25,0.17,12500,287.8,0.33,12
5040.84,1,709,0,771.71,0.3,0.3,0,10500,2447.23,0,12
2154.18,1,1628.07,0,0,0.33,0.33,0,5000,654.51,0,12
2627.18,1,0,0,2830.97,0,0,0,3150,394.29,0,12
2689.59,1,0,0,2224.69,0,0,0,7000,809.88,0,12
3452.54,1,2799.9,0,0,1,0.82,0,10500,4250.02,0,12
1068.03,0.78,98.97,98.97,0,0.42,0,0.42,2500,3594.99,0,12
5040.84,1,0,0,721.21,0,0,0,7500,1984.35,0,12
5040.84,1,1142.15,124.5,2652.12,0.5,0.33,0.25,9000,2079.52,0,12
1866.61,1,1494.5,0,0,0.42,0.42,0,8500,2031.59,0,12
259.47,0.91,646.24,0,0,0.08,0.08,0,10000,540.02,0,12
1298.19,1,0,0,2052.84,0,0,0,3500,3009.93,0.08,12
313.39,1,2799.9,1210.37,0,1,0.75,0.75,13850,2419.65,0.43,12
5040.84,1,0,0,2830.97,0,0,0,7500,4250.02,0,12
4458.05,1,0,0,2830.97,0,0,0,5000,985.52,0,12
2690.77,1,2799.9,1210.37,0,1,0.58,1,13000,4250.02,0,12
5040.84,1,2799.9,258.93,2621.05,1,0.82,1,13850,4250.02,0,12
0.33,0.78,24.64,0,0,0.08,0.08,0,1800,45.64,0,12
2492.73,1,2799.9,1210.37,0,1,0.82,0.92,9000,4250.02,0.43,12
47.42,0.78,372,98.4,0,0.33,0.17,0.25,4000,662.4,0.2,12
4114.72,1,1841.62,384.68,2830.97,1,0.82,0.25,7500,4250.02,0,12
2450.03,1,1678.07,853.86,0,1,0.25,1,6500,682.93,0,12
5040.84,1,2799.9,1210.37,0,1,0.82,0.92,13850,4250.02,0,12
1642.02,1,2094.38,0,0,0.42,0.42,0,4500,576.7,0,12
2739.84,0.91,0,0,2830.97,0,0,0,3000,3418.07,0,12
1946.45,1,411.38,0,99.08,0.25,0.25,0,2500,1403.27,0,12
9.96,0.78,99.19,99.19,0,0.5,0,0.5,4000,209.01,0.17,12
394.27,0.78,525,0,2003.83,0.08,0.08,0,2500,3747.37,0,12
5040.84,1,1956.06,178.92,0,0.92,0.82,0.33,11500,1553.15,0,12
266.59,1,1750.51,235.05,239.19,1,0.82,0.17,3500,2103.25,0.25,12
917.73,1,18.41,18.41,0,0.08,0,0.08,1000,1407.29,0,12
3183.53,1,386.12,0,2830.97,0.64,0.64,0,4000,4250.02,0,12
2071.74,0.91,0,0,199.21,0,0,0,2100,553,0,12
5040.84,1,0,0,2830.97,0,0,0,13850,1498.34,0,12
724.26,1,625.46,427.06,0,0.58,0.17,0.5,7500,721.08,0,12
2469.67,1,963.13,0,0,0.67,0.67,0,7000,566.87,0,12
202.19,0.78,2011.81,0,0,0.42,0.42,0,2100,3144.54,0.43,12
5040.84,1,99.5,99.5,2830.97,0.83,0,0.75,8000,1775.14,0,12
107.3,0.78,1084.09,1084.09,0,0.67,0,0.67,8000,1515.63,0.43,12
3946.88,1,207,207,1546.73,0.92,0,0.92,8500,1494.1,0,12
1246.39,1,1757.47,850.42,0,1,0.42,1,5000,1254.38,0,12
5040.84,1,2799.9,1210.37,2830.97,1,0.82,1,9500,4250.02,0,12
2147.94,0.82,117.57,0,1022.23,0.08,0.08,0,8000,4250.02,0.1,12
32.61,1,1223.41,454,0,1,0.82,0.92,6000,1222.34,0.43,12
5040.84,1,1710.24,892.92,2292.8,1,0.42,1,6000,1572.99,0,12
3419.66,1,11.06,0,1261.35,0.08,0.08,0,4000,745.98,0,12
5040.84,1,0,0,2830.97,0,0,0,12000,2430.86,0,12
837.95,1,2799.9,1210.37,0,1,0.82,1,7000,4250.02,0.43,12
2113.1,1,619.93,619.93,1958.67,1,0,0.92,4000,529.83,0,12
16.37,0.78,190,190,0,0.2,0,0.2,4000,322.11,0.43,12
3774.06,1,2799.9,1210.37,0,1,0.58,1,11500,2529.09,0,12
1088.03,1,2799.9,1210.37,0,1,0.82,1,8500,4250.02,0.08,12
2.18,0.78,0,0,136.66,0,0,0,3000,278.73,0.2,12
5040.84,1,2799.9,933.47,2830.97,0.83,0.67,0.75,13000,4250.02,0.25,12
9.58,1,118.6,48.6,0,1,0.08,0.92,3300,117.78,0.1,12
3123.34,1,2799.9,272.56,0,1,0.82,0.58,7500,4250.02,0.08,12
1670.93,1,794.52,0,0,0.67,0.67,0,1750,1083.63,0,12
537.39,0.9,1704.22,1210.37,0,0.9,0.2,0.8,1500,679.89,0.12,12
1803.96,1,1044.43,243.08,103.17,0.67,0.42,0.33,5000,1068.81,0,12
2394.13,1,2799.9,1210.37,2420.91,1,0.82,1,4500,4250.02,0.08,12
544.88,1,2799.9,1210.37,0,1,0.82,0.92,7500,4250.02,0.43,12
288.47,1,1025.03,1025.03,0,1,0,1,2800,1148.41,0.08,12
1434.1,1,0,0,1866.84,0,0,0,2400,2361.93,0,12
79.55,0.78,472.71,0,0,0.08,0.08,0,13850,563.83,0,12
2134.51,1,733.35,654.75,2830.97,0.82,0.18,0.82,3000,4250.02,0.09,12
4925.5,1,2799.9,1210.37,2830.97,0.58,0.33,0.33,11500,4250.02,0.17,12
62.32,0.78,601.35,133.35,0,0.42,0.33,0.33,7000,704.08,0.25,12
1062.75,1,0,0,496.76,0,0,0,1200,720.34,0,12
5040.84,0.78,0,0,2830.97,0,0,0,10500,3239.3,0,12
8.56,1,0,0,75.61,0,0,0,5000,74.22,0,12
164.65,1,1764.86,615.52,0,1,0.67,0.92,10000,1768.46,0.43,12
299.77,1,2352.2,1210.37,0,0.92,0.67,0.75,6500,2671.28,0.25,12
3725.64,1,0,0,516.03,0,0,0,4000,1221.27,0,12
306.88,1,2799.9,1210.37,0,0.92,0.67,0.75,12500,3639.44,0.43,12
5040.84,1,2799.9,1210.37,0,1,0.58,1,13850,4250.02,0,12
1759.97,1,2799.9,1210.37,1777.02,1,0.82,1,13850,4250.02,0.25,12
1482.24,1,2799.9,1210.37,0,1,0.58,1,13850,4250.02,0.43,12
5040.84,1,433.63,0,2433.99,0.25,0.25,0,7000,1534.76,0,12
5040.84,1,2790.76,241.51,0,1,0.82,0.33,13850,1778.28,0,12
365.12,1,571.32,571.32,2830.97,0.5,0,0.33,4000,4250.02,0.43,12
1728.08,1,0,0,1662.82,0,0,0,1800,141.51,0,12
1043.25,1,281.25,281.25,1361.25,1,0,0.89,1200,634.97,0,12
2571.93,1,1701.9,1210.37,1089.06,1,0.25,1,3000,710.21,0,12
5040.84,1,2799.9,1210.37,0,1,0.82,0.91,13850,4250.02,0,12
61.64,0.78,490.6,490.6,0,0.27,0,0.27,13850,1197.35,0.43,12
1724.2,1,2799.9,1210.37,959.95,1,0.5,1,3800,4250.02,0.25,12
558.99,0.82,2799.9,1210.37,0,0.75,0.17,0.58,5000,4250.02,0.43,12
15.73,0.78,202,0,0,0.17,0.17,0,2000,200.17,0,12
3808.07,0.91,2799.9,1210.37,2830.97,1,0.5,1,7000,4250.02,0.09,12
28.39,0.78,379.3,379.3,0,0.17,0,0.17,2500,534.82,0.18,12
2515.97,1,1877.24,950.34,0,0.17,0.17,0.08,8500,4250.02,0.08,12
408.07,1,2799.9,0,0,1,0.82,0,7500,4250.02,0.43,12
975.17,1,2281.56,0,98.6,0.92,0.82,0,13850,2068.19,0,12
879.19,1,45.65,0,1246.22,0.08,0.08,0,1200,1589.98,0.1,12
2331.38,1,1919.66,608.76,0,0.92,0.42,0.75,6000,4250.02,0,12
27.21,0.82,685.08,465.08,0,0.58,0.25,0.5,13000,798.05,0.25,12
1418.25,1,362.13,362.13,0,1,0,1,1200,496.11,0,12
331.59,1,2799.9,1210.37,0,1,0.82,1,7500,3229.19,0.43,12
5040.84,1,2799.9,0,2781.68,0.25,0.25,0,10500,4250.02,0,12
2144.48,1,228.35,0,1908.66,0.33,0.33,0,4000,2520.72,0,12
2927.08,0.9,0,0,2830.97,0,0,0,4000,862.79,0,12
654.75,1,1969.24,1210.37,0,0.92,0.25,0.92,12000,2011.78,0,12
1162.77,1,533.36,533.36,19.29,0.67,0,0.58,1200,632.23,0,12
4094.43,1,0,0,1618.33,0,0,0,7500,1070.6,0,12
278.14,1,1901.94,1210.37,0,1,0.17,1,4500,1624.24,0,12
5040.84,1,0,0,744.14,0,0,0,7000,1756.83,0,12
983.34,1,2799.9,1210.37,36.34,1,0.75,1,7500,4250.02,0.17,12
820.06,1,162.56,162.56,0,0.5,0,0.5,1000,215.69,0,12
5040.84,1,66.32,0,2830.97,0.08,0.08,0,9000,4250.02,0,12
1.41,0.78,19.9,19.9,0,0.2,0,0.1,6500,49.62,0.43,12
5040.84,1,362.36,0,2830.97,0.25,0.25,0,8000,683.42,0,12
2705.59,1,818.02,492,2758.01,1,0.08,1,3000,4055.34,0.08,12
235.29,1,1286.2,0,0,1,0.82,0,4000,1272.43,0,12
3472.81,1,1800,1210.37,2642.85,1,0,1,6000,2214.37,0,12
2892.14,1,0,0,129.38,0,0,0,3000,666.96,0,12
145.97,0.82,1131.08,1131.08,0,0.58,0,0.5,13850,1317.55,0.25,12
1943.79,1,83.35,83.35,0,0.14,0,0.14,4000,290.35,0,12
2119.54,1,342.07,72,0,0.58,0.5,0.17,3000,3505.37,0,12
233.4,0.82,2025,0,385.63,0.75,0.75,0,6000,2420.45,0.43,12
318.19,1,2799.9,599.27,0,1,0.82,1,13850,3908.96,0.43,12
448.19,1,1687.29,0,0,0.5,0.5,0,11500,1464,0.17,12
908.35,1,231.35,231.35,944.18,1,0,0.86,1000,161.98,0,12
546.84,1,2427.26,839.92,0,1,0.82,1,5000,1747.7,0.33,12
763.33,1,579.28,279.28,727.53,0.5,0.17,0.42,1200,635.87,0,12
1495.8,1,420.03,100,0,1,0.25,1,6600,1283.89,0,12
5040.84,1,328.92,0,2830.97,0.17,0.17,0,10000,659.56,0,12
4414.95,1,419.64,419.64,0,1,0,1,4200,467.2,0,12
255.05,1,2799.9,1210.37,0,1,0.82,1,6000,2841.85,0.43,12
1167.05,1,294.13,229.13,0,0.92,0.08,0.83,1500,686.38,0,12
3063.02,1,0,0,2830.97,0,0,0,5500,757.54,0,12
1546.22,0.83,0,0,2196.11,0,0,0,3000,247.71,0,12
999.39,1,0,0,2368.25,0,0,0,1500,1724.18,0.1,12
3386.99,1,171.92,0,0,0.42,0.42,0,4500,907.87,0,12
963.57,1,2210.97,469.67,0,1,0.82,0.42,9500,2946.75,0,12
454.58,1,1229.57,0,0,0.42,0.42,0,2700,1125.5,0,12
2572.51,1,64,0,248.69,0.08,0.08,0,2800,373.43,0,12
2596.6,1,0,0,1700.07,0,0,0,3000,1794.42,0,12
5040.84,1,2799.9,1210.37,1896.2,1,0.75,1,13850,4250.02,0.08,12
1861.03,1,2799.9,1069.2,2817.03,1,0.82,1,10000,4250.02,0.33,12
5040.84,1,0,0,2830.97,0,0,0,13850,1661.69,0,12
838.62,1,375.57,0,99.59,0.25,0.25,0,6000,779.06,0,12
446.74,1,2799.9,1210.37,0,1,0.82,1,3000,4250.02,0.43,12
88.82,1,291.65,291.65,0,0.75,0,0.67,8000,341.38,0.08,12
821.92,0.86,1386.4,0,0,0.29,0.29,0,1500,238.35,0,12
3714.54,1,1307.16,0,2830.97,1,0.82,0,5000,1529.77,0,12
5040.84,1,0,0,2830.97,0,0,0,13850,2322.06,0,12
1024.76,1,77.99,0,0,0.17,0.17,0,1200,555.23,0,12
2386.93,1,861.79,679.98,457.7,0.33,0.17,0.17,6000,4250.02,0.08,12
15.49,1,65,0,0,0.08,0.08,0,3000,19.22,0,12
2643.88,0.82,798.34,521.34,2830.97,0.5,0.25,0.42,4500,728.06,0,12
4881.82,1,0,0,223.95,0,0,0,8500,1227.06,0,12
1855.21,1,32.22,0,37.74,0.08,0.08,0,2000,349.58,0,12
5040.84,1,404.24,404.24,2830.97,0.25,0,0.25,13850,3167.87,0,12
251.15,0.78,0,0,1084.81,0,0,0,1200,3597.14,0.33,12
1355.18,0.91,2799.9,1210.37,0,0.75,0.58,0.58,6500,3609.32,0,12
5040.84,1,2799.9,186.51,1596.57,0.67,0.67,0.17,10000,2344.43,0,12
2398.26,1,0,0,722.36,0,0,0,6000,738.31,0,12
1433.86,1,1613.74,812.87,0,1,0.42,0.83,1500,1361.68,0,12
142.41,1,1214.74,640.41,0,1,0.33,1,11000,941.92,0.43,12
660.4,1,776.89,77.9,0,0.17,0.08,0.08,1500,487.29,0,12
4834.59,1,0,0,56.75,0,0,0,5500,874.37,0,12
2571.28,1,0,0,259.61,0,0,0,2750,750.53,0,12
492.92,1,2799.9,1210.37,0,1,0.82,1,13850,3603.23,0.43,12
2752.15,1,1648.53,1029.98,2146.51,1,0.33,1,6500,1427.73,0,12
5040.84,1,0,0,2830.97,0,0,0,11500,1777,0,12
0.26,0.78,24,24,0,0.17,0,0.17,1500,9.53,0,12
95.87,0.78,1123.58,0,0,0.08,0.08,0,1500,3245.5,0,12
1439.34,0.91,571.91,0,0,0.25,0.25,0,2100,2573.56,0,12
5040.84,1,0,0,2830.97,0,0,0,7500,4250.02,0,12
1.69,1,0,0,1148.82,0,0,0,1500,3.5,0,12
83.28,1,1080.11,1080.11,0,1,0,1,9000,1065.33,0.43,12
1157.17,1,0,0,1249.68,0,0,0,3000,264.55,0,12
1560.53,0.78,749.57,539.8,2830.97,0.67,0.22,0.44,6000,617.47,0,12
1575.51,0.88,0,0,1977.83,0,0,0,2500,260.84,0,12
1544.98,1,880.19,927.45,0,1,0,1,1500,1189.5,0,12
1350.29,1,642.33,0,0,0.5,0.5,0,9000,323.68,0,12
1261.49,1,890.2,0,0,0.5,0.5,0,3000,302.07,0,12
1274.85,1,1798.24,1210.37,756.23,1,0.17,0.92,1500,1340.22,0,12
1646.72,1,2720.68,140.49,0,1,0.82,0.67,5000,2800.41,0,12
3121.27,0.89,2799.9,0,2830.97,0.33,0.33,0,9000,1600.27,0,12
3406.47,1,1140,1140,0,0.5,0,0.5,3650,2541.2,0,12
4006.21,1,169.28,169.28,2830.97,0.58,0,0.58,6000,1553.16,0,12
915.42,0.86,0,0,2454.44,0,0,0,1200,1665.03,0,12
4193.28,1,183.7,0,1585.71,0.25,0.25,0,10500,1030.09,0,12
5040.84,1,0,0,2830.97,0,0,0,13000,3222.17,0,12
